SDS/TOPUP|NAMA OUTLET|NOMER MKIOS|ALAMAT|KECAMATAN|MEMBER|SD
|Poin cell|82115034886|Jl. Raya bulak|JATIBARANG|Sf Samsuri Jtb|SD-INDRAMAYU-26[628112122940]
|Rudi Cell|82115034689|Lengek|TERISI|Sf Rahmat Jtb|SD-INDRAMAYU-26[628112122940]
|Aall cell 2|82115035058|raja Singa|TERISI|Sf Rahmat Jtb|SD-INDRAMAYU-26[628112122940]
|Eng Cell|82115034893|0|SUKAGUMIWANG|Sf Wasdirah Jtb|SD-INDRAMAYU-26[628112122940]
|M2 Cell|82115034881|Gumiwang|SUKAGUMIWANG|Sf Wasdirah Jtb|SD-INDRAMAYU-26[628112122940]
|LUCKY|81224199427|BUNDER RT 03/01 PATROL KEC PATROL|PATROL|SF Tasedi PTR|SD-INDRAMAYU-26[628112122940]
|LUCKY|82217385418|BUNDER RT 03/01 PATROL KEC PATROL|PATROL|SF Tasedi PTR|SD-INDRAMAYU-26[628112122940]
|RED 58|81224867268|JALAN JEND A YANI 22  HAURGEULIS KEC HAU|PATROL|SF Jeni PTR|SD-INDRAMAYU-26[628112122940]
|SGALA PULSA IDM|81214915580|INDRAMAYU KEC INDRAMAYU 1||SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|SGALA PULSA IDM|81214915591|INDRAMAYU KEC INDRAMAYU 1||SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|SGALA PULSA IDM|81214915593|INDRAMAYU KEC INDRAMAYU 1||SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|SGALA PULSA IDM|81214915592|INDRAMAYU KEC INDRAMAYU 1||SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|BINTANG FAJAR 6|81214247065|INDRAMAYU KEC INDRAMAYU 1|PATROL|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|Fawwaz Server|81221045627|INDRAMAYU KEC INDRAMAYU 1||SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|Puji Cell idm2|81320785517|jln pahlawan|indramayu 2|SF Ferri IDM|SD-INDRAMAYU-26[628112122940]
|BO Indramayu|81214915522|jln D.I Panjaitan |indramayu 1|PUSAT INDRAMAYU|SD-INDRAMAYU-26[628112122940]
|Fortuna Cell 2 idm 2|81224773016|dusun bojong plumbon |indramayu 2|SF Ferri IDM|SD-INDRAMAYU-26[628112122940]
|Falah Cell arahan|81221045640|DS DONGKAL|ARAHAN|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|HADI CELL KEDOKANBUNDER|81394406077|ds kedokan bunder wetan blok cemeti rt 0|Kedokanbunder|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|HADI CELL KEDOKANBUNDER|81394406047|ds kedokan bunder wetan blok cemeti rt 0|Kedokanbunder|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|HADI CELL KEDOKANBUNDER|81394406067|ds kedokan bunder wetan blok cemeti rt 0|Kedokanbunder|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|HADI CELL KEDOKANBUNDER|81394406078|ds kedokan bunder wetan blok cemeti rt 0|Kedokanbunder|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|HADI CELL KEDOKANBUNDER|81394406052|ds kedokan bunder wetan blok cemeti rt 0|Kedokanbunder|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|Fans Cell Kedokanbunder|81394406044|Jl.kedokan bunder wetan blok cameti Rt 1|Kedokanbunder|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|Jaya Cell Cikedung|81394406040|Blok munjul rt 007 rw 005 kel mundak jay|Cikedung|Sf Rahmat Jtb|SD-INDRAMAYU-26[628112122940]
|Musli Cell Kedokanbunder|81394406049|blok cameti Rt 10 Rw 16 kedokanbunder we|Kedokanbunder|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|Andhika Cell Kertasemaya|81394406050|Blok anyar rt 001 Rw 002 kel Lemah ayu|Kertasmaya|Sf Amrin Jtb|SD-INDRAMAYU-26[628112122940]
|Al Farabi Cell sindang|81394406058|DS TERUSAN SINDANG|SINDANG|SF TASMURIH IDM|SD-INDRAMAYU-26[628112122940]
|Dedy Cell krangkeng|81394406062|DS SRENGSENG BLOK LURAH RT/RW 014/004|KRANGKENG|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|Vegan Cell 2 junti|81394406070|DS SEGERAN KIDUL RT/RW 001/006|JUNTINYUAT|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|Nur Cell rahan|81394406056|DS PRANGGONGRT/RW 016/003|ARAHAN|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|Duta Cell 2 idm2|81394406066|DS UJUNG JAYA RT/RW 03/03|INDRAMAYU 2|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|Paiq cell cikedung|81394406041|Blok 02 Rt 010 Rw 002 kel Cikedung|Cikedung|Sf Rahmat Jtb|SD-INDRAMAYU-26[628112122940]
|Zex Cell krangkeng|81394406141|DS KEDUNGWUNGU BLOK KARANGANYAR|KRANGKENG|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|BM Komunika idm1|81394406060|DS KARANGANYAR JLN JENDRAL SUDIRMAN|INDRAMAYU 1|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|Murni Cell idm2|81394406061|DS PEKANDANGAN BLOK DUSUN A|INDRAMAYU 2|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|Nazwa Cell karangampel|81394406099|DS TANJUNGSARI BLOK KEDOKAN GALI|KARANGAMPEL|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|Fikri Cell balongan|81394406095|DS SUDIMAMPIR LOR BLOK DESA|BALONGAN|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|Putra Cell sindang|81394406057|BTN SINDANG CITRA |SINDANG|SF TASMURIH IDM|SD-INDRAMAYU-26[628112122940]
|Indra Cell sindang|81394406064|JLN BIMA KEL LEMAH MEKAR|SINDANG|SF TASMURIH IDM|SD-INDRAMAYU-26[628112122940]
|Hendra Cell sindang|81394406157|DS PENGANJANG JLN MAYOR DASUKI NO 26|SINDANG|SF TASMURIH IDM|SD-INDRAMAYU-26[628112122940]
|SJ Cikedung|81394406051|Blok Nunjuk rt 001 rw 004 Kelurahan Miny|Jatibarang|Sf Rahmat Jtb|SD-INDRAMAYU-26[628112122940]
|Ferry Cell idm2|81394406107|JL LET PURBADI NO 21 KELURAHAN LEMAH MEK|INDRAMAYU 2|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|NAYLA CELL PTL|81394406068|BLOK SUKAMELANG RT/RW 006/003 DESA KARAN|KANDANGHAUR|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|NAYLA CELL PTL|81394406088|BLOK SUKAMELANG RT/RW 006/003 DESA KARAN|KANDANGHAUR|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|Maju Cell idm2|81394406105|DS DUKUH JLN PERMANA BLOK C II |INDRAMAYU 2|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|Defa Cell lelea|81394406043|DS NUNUK BLOK A RT/RW 002/001|LELEA|SF Sugeng Jtb|SD-INDRAMAYU-26[628112122940]
|Samawa Cell balongan|81394406024|DS SUKAREJA BLOK RAWA RT/RW 008/003|BALONGAN|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|Pajerobae Cell arahan|81394406030|DS CIDEMPET BLOK BANDOS RT/RW 007/002|ARAHAN|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|KATIMAH CELL PTL|81394406074|BLOK BLORAN RT/RW 010/002|KANDANGHAUR|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|Didi Cell junti|81394406055|DS SEGERAN BLOK BALAI DESA RT/RW 013/007|JUNTINYUAT|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|Onya Losarang|81394406017|Ds.Jangga RT.15/04 |Losarang|Sf Imam Jtb|SD-INDRAMAYU-26[628112122940]
|Wali Cell IDM3|81394406103|DS PABEAN UDIK BLOK SONG|INDRAMAYU 3|SF Ferri IDM|SD-INDRAMAYU-26[628112122940]
|Linda Cell lelea|81394406102|DS TEMPEL BLOK BOJONG RT/RW 012/007|LELEA|SF Sugeng Jtb|SD-INDRAMAYU-26[628112122940]
|Yanto Cell lelea|81394406109|DS TUGU BLOK D RT/RW 014/007|LELEA|SF Sugeng Jtb|SD-INDRAMAYU-26[628112122940]
|Eni Cell lelea|81394405998|DS NUNUK BLOK D RT/RW 012/004|LELEA|SF Sugeng Jtb|SD-INDRAMAYU-26[628112122940]
|Kembar Cell lelea|81394406054|DS TUNGGUL PAYUNG RT/RW 015/004|LELEA|SF Sugeng Jtb|SD-INDRAMAYU-26[628112122940]
|KAPUAS CELL PTL|81394406065|PARIT HAJI MUKSIN NO 30 RT/RW 001/008 |KANDANGHAUR|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|MPR 2 CELL PTL|81394406069|BLOK Ganda mulya desa sanca rt/rw 025/00|GANTAR|SF Rumli PTR|SD-INDRAMAYU-26[628112122940]
|SITI CELL GANTAR|81394406097|BLOK BBT 2 DESA MEKARJAYA RT/RW 006/004|GANTAR|SF Rumli PTR|SD-INDRAMAYU-26[628112122940]
|Reza Widasari|81394406042|JL Ry Binaria Rt 013 Rw 003|Widasari|Sf Wasdirah Jtbxx|SD-INDRAMAYU-26[628112122940]
|Bulan Cell cantigi|81220831723|DS CEMARA RT/RW 004/002|CANTIGI|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|Box Cell karpel|81220831527|DS KARANGAMPEL KIDUL BLOK EMBET|KARANGAMPEL|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|Rexai Cell sindang|81220831528|DS BABADAN RT/RW 09/05|SINDANG|SF TASMURIH IDM|SD-INDRAMAYU-26[628112122940]
|Prayoga Cell krangkeng|81220831521|DS TEGAL MULYA RT/RW 01/02|KRANGKENG|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|Kembar Cell 1 sindang|81220831734|DS KENANGA BLOK DUKUH|SINDANG|SF TASMURIH IDM|SD-INDRAMAYU-26[628112122940]
|Naila Cell krangkeng|81220831522|JLN HABIB KELING BLOK UNDERAN RT/RW 09/0|KRANGKENG|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|Abdi Cell lohbener|81220831719|DS RAMBATAN KULON RT/RW 031/004|LOHBENER|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|Mars Cell karpel|81220831726|DS KARANGAMPEL BLOK TISEM RT/RW 003/001|KARANGAMPEL|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|Fitri Cell juntinyuat|81220831647|DS JUNTIKEBON RT/ RW 006/001|JUNTINYUAT|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|Netra Cell junti|81220831523|DS DADAP BLOK KARANG SAWAH|JUNTINYUAT|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|Tia Cell lohbener|81220831712|DS RAMBATAN KULON BLOK BANGKIR KUNIR RT/|LOHBENER|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|Dhe Cell arahan|81220831728|DS PRANGGONG RT/RW 010/002|ARAHAN|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|OPJ Cell lelea|81220831698|JLN YOSUDARSO NO III PRAPATAN KARANG TUR|INDRAMAYU 3|SF Ferri IDM|SD-INDRAMAYU-26[628112122940]
|Zhara Cell 1 kedokan|81220831701|DS KEDOKAN BUNDER BLOK TENGAH RT/RW 011/|KEDOKAN BUNDER|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|Zhara cell 2 kedokan|81220831710|DS KEDOKAN BUNDER BLOK TENGAN |KEDOKAN BUNDER|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|Zhara cell 3 kedokan|81220831643|DS KEDOKAN BUNDER BLOK TENGAN |KEDOKAN BUNDER|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|Willi Cell idm 1|81220831529|JLN SAMSU NO 20 RT/RW 001/007|INDRAMAYU 1|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|Sri Cell karpel|81220831811|DS BENDA BLOK KASAB LOR|KARANGAMPEL|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|Boy Cell idm 2|81220831810|DS LEMAH MEKAR JLN SIAPEM III NO 12|INDRAMAYU 2|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|Sydney Cell sindang|81220831696|DS TERUSAN JLN BABAR LAYAR|SINDANG|SF TASMURIH IDM|SD-INDRAMAYU-26[628112122940]
|Dirah Cell arahan|81220831718|DS ARAHAN LOR RT/RW 017/004|ARAHAN|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|Mustika Cell lohbener|81220831709|DS RAMBATAN KULON BLOK PASAR BANGKIR |LOHBENER|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|BB Cell balongan|81220831707|DS SUDIMAMPIR BLOK SERJA RT/RW 001/004|BALONGAN|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|ENI CELL PTL|81220831525|BLOK PENTIL RT/RW 005/002|BONGAS|SF Sudoyo PTR|SD-INDRAMAYU-26[628112122940]
|Adinda Cell karpel|81220831808|DS MUNDU BLOK TIKUNGAN RT/RW 16/08|KARANGAMPEL|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|Danu Cell cantigi|81220831805|DS LAMARAN TARUNG BLOK MUSTA|CANTIGI|SF NOVAL IDM|SD-INDRAMAYU-26[628112122940]
|Eda Cell balongan|81214842387|BALONGAN PESISIR BLOK PESISIR RT/RW 08/0|BALONGAN|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|Hikmi Cell kedokan|81220840342|DS KEDOKAN BUNDER WETAN BLOK GOPALA RT/R|KEDOKAN BUNDER|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|Satria Cell idm 1|81214849732|JLN JENDRAL SUDIRMAN |INDRAMAYU 1|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|M Rizky Cell 1 idm 3|81320943701|BTN MARGALAKSANA 2|INDRAMAYU 3|SF Ferri IDM|SD-INDRAMAYU-26[628112122940]
|M Rizky Cell 2 idm 3|81320943921|BTN MARGALAKSANA 2|INDRAMAYU 3|SF Ferri IDM|SD-INDRAMAYU-26[628112122940]
|Sumber Rejeki Cell junti|81214952718|DS DADAP RT/RW 05/04|JUNTINYUAT|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|Welwes Cell|81220853074|DS JUNTIKEBON RT/ RW 006/001|JUNTINYUAT|SF HERI IDM|SD-INDRAMAYU-26[628112122940]
|Mega Cell 2 krangkeng|81220853255|DS KEDUNG WUNGU BLOK KARANGANYAR RT/RW 1|KRANGKENG|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|SALAM CELL PTL|81220831732|BLOK DESA RT/RW 004/001 DESA SUKASLAMET|KROYA|SF Bayu PTR|SD-INDRAMAYU-26[628112122940]
|E Cell 10 kedokan|81220840364|DS KEDOKAN BUNDER BLOK TENGAH RT/RW 005/|KEDOKAN BUNDER|Sf Naudy Idm|SD-INDRAMAYU-26[628112122940]
|SUN CELL PTL|81221444016|DUSUN DANAYASA RT/RW 004/002 |SUKRA|SF Abdurohman PTR|SD-INDRAMAYU-26[628112122940]
|METRO CELL PTL|81221400054|JL. RAYA KARANGANYAR RT/RW 002/001 DESA |KANDANGHAUR|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|HAMDAN CELL PTL|81221444104|BLOK CIPAAT RT/RW 002/001 DESA CIPAAT|BONGAS|SF Sudoyo PTR|SD-INDRAMAYU-26[628112122940]
|MPR BARU|81214229997|BLOK GANDAMULYA RT/RW 005/007 DESA SANCA|GANTAR|SF Rumli PTR|SD-INDRAMAYU-26[628112122940]
|ZAHRA CELL PTL|81214263335|BLOK BLORAN 1 RT/RW 001/007 DESA PAREAN |KANDANGHAUR|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|REIFA CELL 2|81214220123|BLOK NARINGGUL RT/RW 001/012 DESA BALARE|GANTAR|SF Rumli PTR|SD-INDRAMAYU-26[628112122940]
|ROSE CELL PTL|81224522209|DUSUN KENANGA II RT/RW 003/006 DESA SUMU|SUKRA|SF Abdurohman PTR|SD-INDRAMAYU-26[628112122940]
|MITUT CELL PTL|81224535556|DESA KARANGANYAR RT/RW 01/02 |KANDANGHAUR|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|KENI CELL PTL|81214255510|DUSUN PATROL RT/RW 010/004 DESA PATROL|PATROL|SF Tasedi PTR|SD-INDRAMAYU-26[628112122940]
|WINDY CELL PTR|81322364441|GABUS SARADAN|GABUSWETAN|SF DEDI PTR|SD-INDRAMAYU-26[628112122940]
|RIFQI CELL PTL|81224574443|BLOK H. SUJA|GABUSWETAN|SF DEDI PTR|SD-INDRAMAYU-26[628112122940]
|RATNA CELL GABUS|81224522213|BLOK KARANGANYAR RT/RW 013/002 |GABUSWETAN|SF DEDI PTR|SD-INDRAMAYU-26[628112122940]
|WENDI CELL PTR|81322365551|BLOK JAMBAN UTARA|BONGAS|SF Sudoyo PTR|SD-INDRAMAYU-26[628112122940]
|AMELIA CELL KROYA|81222233341|BLOK KOYOR RT/RW 005/001 DESA SUKAMELANG|KROYA|SF Bayu PTR|SD-INDRAMAYU-26[628112122940]
|NN CELL PTL|81224522207|GANG PISANG RT/RW 002/004 DESA KOPYAH|GANTAR|SF Rumli PTR|SD-INDRAMAYU-26[628112122940]
|Arjuna Cell karpel|81220831716|DS KARANGAMPEL KIDUL BLOK TELAGA MULYA |KARANGAMPEL|SF ADAM IDM|SD-INDRAMAYU-26[628112122940]
|AZKKA CELL PTL|81221996668|GABUSWETAN|GABUSWETAN|SF DEDI PTR|SD-INDRAMAYU-26[628112122940]
|FELY CELL PTL|81222233374|SUMURADEM|SUKRA|SF Abdurohman PTR|SD-INDRAMAYU-26[628112122940]
|ROSE CELL SUKRA|81322357776|BOGEG|SUKRA|SF Abdurohman PTR|SD-INDRAMAYU-26[628112122940]
|FELIX CELL SUKRA|81224551117|BOGEG|SUKRA|SF Abdurohman PTR|SD-INDRAMAYU-26[628112122940]
|IKA CELL GABUS|81214088811|BLOK TEGAL PELEM|GABUSWETAN|SF DEDI PTR|SD-INDRAMAYU-26[628112122940]
|ELLA CELL KROYA|81221444043|KROYA|KROYA|SF Bayu PTR|SD-INDRAMAYU-26[628112122940]
|ABBAS CELL PTL|81214256660|BLOK KARANG MULYA RT/RW 006/002 DESA TAN|KROYA|SF Bayu PTR|SD-INDRAMAYU-26[628112122940]
|ham ham cell ptr|81322364449|anjatan|anjatan|SF Andre PTR|SD-INDRAMAYU-26[628112122940]
|BILLY PONSEL HGL|81224573330|JL.SILIWANGI RT/RW 008/002 DS.HAURGEULIS|HAURGEULIS|SF Jeni PTR|SD-INDRAMAYU-26[628112122940]
|DM CELL PTL|81214249996|BLOK DESA RT/RW 001/003 DESA ERETAN KULO|KANDANGHAUR|SF Tasikin PTR|SD-INDRAMAYU-26[628112122940]
|ERI CELL HGL|81214022227|BLOK II RT/RW 016/008 DESA KERTANEGARA|HAURGEULIS|SF Jeni PTR|SD-INDRAMAYU-26[628112122940]
|MONIKA CELL AJT|81322383331|BLOK DANAYASA RT/RW 002/001 DESA KEDUNGW|ANJATAN|SF Andre PTR|SD-INDRAMAYU-26[628112122940]
|ONE CELL AJT|81214249993|DS. TENGAH RT/RW 006/003 ANJATAN|ANJATAN|SF Andre PTR|SD-INDRAMAYU-26[628112122940]
|NANI CELL HGL|81224538880|BLOK SUKAHATI DESA SUKAJATI |HAURGEULIS|SF Jeni PTR|SD-INDRAMAYU-26[628112122940]
| RAJAWALI 4 CELL|81214242229|DUSUN BUNDER DESA PATROL RT/RW 06/01|PATROL|SF Tasedi PTR|SD-INDRAMAYU-26[628112122940]
|LEBAK CELL HGL|81224568886|HAURGEULIS|HAURGEULIS|SF Jeni PTR|SD-INDRAMAYU-26[628112122940]
|VIXCOM CELL HGL|81222233318|BABAKAN JATI RT/RW 018/006 DESA MEKARJAT|HAURGEULIS|SF Jeni PTR|SD-INDRAMAYU-26[628112122940]
|RENZZANET CELL|81222233325|BLOK KARANGMALANG|KROYA|SF Bayu PTR|SD-INDRAMAYU-26[628112122940]
|Miko Cell 2 idm2|81214842695|PERUM GRIYA ASRI PEKANDANGAN|INDRAMAYU 2|SF NURWENDI IDM|SD-INDRAMAYU-26[628112122940]
|JH CELL SUKRA|81221400024|KMP. KALEN TENGAH RT/RW 004/004 DESA SUM|SUKRA|SF Abdurohman PTR|SD-INDRAMAYU-26[628112122940]
|Emong Cell JTB|82115034890|Jl. Letnan jhoni|Jatibarang|Sf Samsuri Jtb|SD-INDRAMAYU-26[628112122940]
|Arjuna Cell Lelea|81224105844|DS TUGU LELEA|LELEA|SF Sugeng Jtb|SD-INDRAMAYU-26[628112122940]
|Jay Boy Cell|82115035064|Ds.Sleman|Sliyeg|Sf Amrin Jtb|SD-INDRAMAYU-26[628112122940]
|Jaya Celullar|81221289691|Tukdana Rt 03 Rw 06|Tukdana|Sf Wasdirah Jtb|SD-INDRAMAYU-26[628112122940]
|UTAMA JAYA 2|81214553079|||system owner|SD-INDRAMAYU-26[628112122940]
|UTAMA JAYA 7|81224541913|||system owner|SD-INDRAMAYU-26[628112122940]
|UTAMA JAYA 8|81321391986|||system owner|SD-INDRAMAYU-26[628112122940]
|LIN CELL 5|81221065664|DS.PAJETAN RT/RW 001/001 KEL PAJATEN-452|KROYA|SF Bayu PTR|SD-INDRAMAYU-27[628122283637]
|AYA CELL|82115040200|BLOK CURANG PARENG RT/RW 011/06 KEL KROY|KROYA|SF DEDI PTR|SD-INDRAMAYU-27[628122283637]
|RAJA 3 CELL|82218768127|DS.PILANG RT/RW 016/003 KEL HAURGEULIS-4|HAURGEULIS|SF Jeni PTR|SD-INDRAMAYU-27[628122283637]
|HELEN CELL|81221065727|CIPEDANG RT/RW 024/009 KEL MEKARJATI-452|HAURGEULIS|SF Jeni PTR|SD-INDRAMAYU-27[628122283637]
|RINIH CELL|82217529530|BLOK SUKRA IRIGASI RT/RW 04/02 KEL SUKRA|SUKRA|SF Abdurohman PTR|SD-INDRAMAYU-27[628122283637]
|ANGKASA 2 CELL|82217530612|BLOK GEBANG MAMPANG  RT/RW 02/01 KEL BON|BONGAS|SF Sudoyo PTR|SD-INDRAMAYU-27[628122283637]
|Dea Cell|82218571961|JLN SAMSU RT/RW 01/07|INDRAMAYU 2|SF Ferri IDM|SD-INDRAMAYU-27[628122283637]
|Naura Cell 2|82217717538|JLN MT HARYONO RT/RW 05/03|SINDANG|SF TASMURIH IDM|SD-INDRAMAYU-27[628122283637]
|Dafiq Cell|82126769538|DA BALONGAN|BALONGAN|SF HERI IDM|SD-INDRAMAYU-27[628122283637]
|GEMILANG CELL|82218612232|DS.GABUS KULON RT/RW 01/03 KEL GABUSKULO|GABUSWETAN|SF DEDI PTR|SD-INDRAMAYU-27[628122283637]
|NORI CELL|82217529525|BLOK DRUTEN WETAN RT/RW 01/02 KEL DRUTEN|GABUSWETAN|SF DEDI PTR|SD-INDRAMAYU-27[628122283637]
|Dita Cell|82217717543|JLN YOSUDARSO|INDRAMAYU 3|SF Ferri IDM|SD-INDRAMAYU-27[628122283637]
|PAMUNGKAS CELL 2|82217717542|JLN PEMBANGUNAN KEL LEMAH ABANG |INDRAMAYU 1|SF NURWENDI IDM|SD-INDRAMAYU-27[628122283637]
|Ivan Cell|81221065749|Cikedung Rt 01 Rw 01|CIKEDUNG|Sf Rahmat Jtb|SD-INDRAMAYU-27[628122283637]
|Lutfi Cell|81221065740|Bkok Jongor Rt 004 Rw 001|LOSARANG|Sf Samsuri Jtb|SD-INDRAMAYU-27[628122283637]
|Jihan cell|82217532221|Blok Cilengkong Rt 004 Rw 002|TUKDANA|Sf Wasdirah Jtb|SD-INDRAMAYU-27[628122283637]
|Sika Cell|81221065750|Ds Truwali Kedokanbunder Wetan Rt 01 Rw |KEDOKANBUNDER|Sf Naudy Idm|SD-INDRAMAYU-27[628122283637]
|Zidane Cell|81221065760|Blok Roma Rt 001 Rw 001|JATIBARANG|Sf Samsuri Jtb|SD-INDRAMAYU-27[628122283637]
|Lany Cell|81221065770|Blok Kalir Rt 02 Rw 03 |JATIBARANG|Sf Samsuri Jtb|SD-INDRAMAYU-27[628122283637]
|Wulan Cell|81221065747|Blok Pilang Sari Rt 030 Rw 006|JATIBARANG|Sf Samsuri Jtb|SD-INDRAMAYU-27[628122283637]
|Indah cell|81221065775|Blok Masjid  Lama Rt 05 Rw02|TERISI|Sf Rahmat Jtb|SD-INDRAMAYU-27[628122283637]
|osela Cell|81221065748|Jln.Desa Jambe Rt 02 rw 05|KERTASEMAYA|Sf Amrin Jtb|SD-INDRAMAYU-27[628122283637]
|Didit Cell|81221065733|Ds Gunung SariRt 06 Rw 02|SUKAGUMIWANG|Sf Wasdirah Jtb|SD-INDRAMAYU-27[628122283637]
|Zaki Cell|81221065771|Blok Kedung Dawa Rt 002 Rw 001|WIDASARI|Sf Wasdirah Jtbxx|SD-INDRAMAYU-27[628122283637]
|Yuli Cell|81221065761|Ujung Jaya Rt 06 Rw 02|WIDASARI|SF Sugeng Jtb|SD-INDRAMAYU-27[628122283637]
|X Cell|81320722928|Blok Bruntak Rt 004 Rw 003|WIDASARI|SF Sugeng Jtb|SD-INDRAMAYU-27[628122283637]
|ENDANG|82217529533|JL PATROL DUSUN TIBEN RT 04 RW 03 DESA P|PATROL|SF Tasedi PTR|SD-INDRAMAYU-27[628122283637]
|PANJI CELL|82117104029|BLOCK WELINI RT.04/02 DS.PATROL KEC.PATR|PATROL|SF Tasedi PTR|SD-INDRAMAYU-27[628122283637]
|PANJI CELL|82117103954|BLOCK WELINI RT.04/02 DS.PATROL KEC.PATR|PATROL|SF Tasedi PTR|SD-INDRAMAYU-27[628122283637]
|PANJI CELL|81224463679|BLOCK WELINI RT.04/02 DS.PATROL KEC.PATR|PATROL|SF Tasedi PTR|SD-INDRAMAYU-27[628122283637]
|Tim Cell 2|81214247003|BLOCK WELINI RT.04/02 DS.PATROL KEC.PATR|indramayu|PUSAT INDRAMAYU|SD-INDRAMAYU-27[628122283637]
|Fajar Cell lohbener|81222433319|ds kiajaran kulon blok pasar |lohbener|SF NOVAL IDM|SD-INDRAMAYU-27[628122283637]
|Ikin Cell lohbener|81222437773|ds lohbener blok cangkring|lohbener|SF NOVAL IDM|SD-INDRAMAYU-27[628122283637]
|Tikawati Cell|81312321114|Jl Kedokan bunder wetan blok cemeti kedo|blok bunder|Sf Naudy Idm|SD-INDRAMAYU-27[628122283637]
|Rahmah Jatibarang|81312217779|Desa Krasak rt 009 rw 004 |Jatibarang|Sf Samsuri Jtb|SD-INDRAMAYU-27[628122283637]
|KAWAKIBI CELL|81312319991|BB.JATI RT 002 RW 001 DESA MEKARJATI|HAURGEULIS|SF Jeni PTR|SD-INDRAMAYU-27[628122283637]
|Inu Cell balongan|81312227773|DS TEGALURUNG BLOK GABLOG|BALONGAN|SF HERI IDM|SD-INDRAMAYU-27[628122283637]
|H CELL PTL|81312249993|DUSUN KEBONRANGDU RT/RW 004/001 ANJATAN |ANJATAN|SF Andre PTR|SD-INDRAMAYU-27[628122283637]
|Sambora Cell lelea|81312440123|DS TEMPEL KULONblok sana RT/RW 006/002|LELEA|SF Sugeng Jtb|SD-INDRAMAYU-27[628122283637]
|Calista Cell krangkeng|81222437776|ds kapringan blok telaga|krangkeng|SF ADAM IDM|SD-INDRAMAYU-27[628122283637]
